order_id,customer_id,order_date,total_amount,status
6977,12129,2024-04-28,34240.86,Cancelled
6978,14753,2023-03-15,29582.05,Pending
6979,14234,2025-02-08,12628.89,Cancelled
6980,15304,2024-01-31,44506.26,Delivered
6981,7657,2025-03-01,44383.69,Returned
6982,42519,2023-02-28,9174.79,Cancelled
6983,42030,2023-02-20,9615.67,Shipped
6984,32747,2022-08-21,23133.45,Cancelled
6985,13501,2025-06-03,29002.1,Pending
6986,26216,2025-03-29,31157.66,Cancelled
6987,42133,2023-09-09,44981.28,Delivered
6988,21872,2023-09-12,45642.59,Returned
6989,11412,2024-03-08,43480.68,Cancelled
6990,6169,2023-10-10,16726.85,Delivered
6991,44635,2024-09-10,2793.94,Shipped
6992,30221,2022-11-05,25201.89,Cancelled
6993,21444,2023-07-28,1172.15,Returned
6994,42062,2024-04-30,34743.72,Cancelled
6995,16836,2022-07-17,16159.1,Delivered
6996,40517,2024-01-21,3858.01,Cancelled
6997,41726,2024-04-02,4814.05,Delivered
6998,18389,2023-09-07,26167.36,Cancelled
6999,32294,2024-07-03,49818.14,Returned
7000,14173,2025-05-05,18302.98,Cancelled
7001,39473,2023-08-31,19435.09,Shipped
7002,19094,2023-06-22,15234.31,Delivered
7003,6077,2023-01-14,38947.91,Cancelled
7004,3588,2024-04-27,33874.88,Pending
7005,14590,2024-02-06,9566.78,Pending
7006,24032,2024-01-05,42303.22,Returned
7007,22608,2023-12-24,14293.22,Pending
7008,13294,2024-12-02,44161.0,Delivered
7009,37627,2024-07-12,16494.69,Shipped
7010,7898,2023-10-16,26866.61,Shipped
7011,1126,2025-06-08,24909.56,Shipped
7012,20286,2024-11-28,36797.7,Returned
7013,35970,2023-06-08,18604.87,Pending
7014,3202,2023-05-21,40107.21,Pending
7015,48473,2022-07-26,18762.15,Returned
7016,49142,2023-03-16,33827.12,Delivered
7017,13805,2022-10-12,3438.76,Pending
7018,43173,2023-09-24,35325.26,Delivered
7019,39779,2023-02-07,13696.2,Returned
7020,3132,2024-01-21,45085.14,Pending
7021,9067,2023-12-01,38305.87,Delivered
7022,3317,2024-04-06,14687.9,Returned
7023,39589,2024-01-06,39050.25,Pending
7024,14160,2024-07-14,3996.07,Cancelled
7025,42535,2022-11-11,34269.47,Shipped
7026,46796,2024-10-25,10365.68,Delivered
7027,49088,2022-07-17,25430.97,Delivered
7028,6460,2023-12-17,40336.65,Pending
7029,6061,2023-04-15,42361.1,Cancelled
7030,27636,2025-06-17,17417.61,Delivered
7031,17572,2023-01-10,33966.97,Pending
7032,42216,2022-09-06,1487.95,Delivered
7033,43008,2024-12-21,16173.28,Pending
7034,46335,2023-06-23,24708.47,Cancelled
7035,29142,2023-09-13,43575.74,Pending
7036,5248,2025-05-05,16039.62,Shipped
7037,3887,2023-04-21,26396.9,Cancelled
7038,7101,2025-02-13,36114.2,Pending
7039,37861,2025-04-12,18746.26,Returned
7040,5693,2025-03-24,37037.81,Returned
7041,29391,2022-08-22,4294.43,Cancelled
7042,21483,2023-06-25,17014.3,Delivered
7043,42297,2025-03-17,20554.35,Shipped
7044,2382,2023-07-26,10966.57,Pending
7045,28437,2025-05-04,29889.54,Shipped
7046,27231,2023-08-04,36063.37,Pending
7047,6633,2023-02-07,42484.26,Cancelled
7048,29304,2024-05-20,32865.94,Returned
7049,3275,2024-09-28,26183.89,Pending
7050,49878,2023-06-17,17901.44,Cancelled
7051,31213,2024-04-23,47932.02,Pending
7052,43545,2025-04-29,45531.42,Shipped
7053,24363,2024-07-22,6208.82,Delivered
7054,9079,2022-08-09,27761.51,Returned
7055,36753,2025-02-13,38166.48,Returned
7056,17022,2024-05-26,43528.19,Cancelled
7057,36532,2025-03-29,37313.29,Delivered
7058,24088,2023-01-01,10437.04,Pending
7059,9818,2022-07-09,28326.49,Cancelled
7060,26951,2023-06-25,13540.48,Returned
7061,48286,2022-07-05,34940.3,Cancelled
7062,38822,2022-12-17,5245.1,Returned
7063,18870,2024-06-06,47253.36,Cancelled
7064,21576,2023-02-28,9819.64,Pending
7065,7967,2024-07-16,28533.0,Returned
7066,20374,2023-03-07,31201.85,Shipped
7067,43558,2025-03-03,17489.08,Shipped
7068,12617,2024-06-13,47989.32,Cancelled
7069,31501,2022-11-11,14085.23,Returned
7070,2988,2023-12-26,28132.05,Delivered
7071,2911,2022-09-16,36633.87,Cancelled
7072,28871,2022-11-10,15961.87,Delivered
7073,8445,2024-06-09,19794.48,Pending
7074,24176,2024-06-21,6404.75,Delivered
7075,46200,2023-10-30,29452.46,Cancelled
7076,29684,2022-08-23,4396.86,Pending
7077,30303,2024-07-24,16168.91,Delivered
7078,8476,2025-03-12,35286.1,Pending
7079,42581,2022-12-15,43018.35,Delivered
7080,45424,2024-04-01,4715.21,Delivered
7081,20803,2024-09-30,4600.9,Shipped
7082,48606,2023-04-02,48221.13,Shipped
7083,26145,2023-07-28,29895.66,Delivered
7084,10108,2023-12-10,13665.57,Cancelled
7085,9806,2023-01-04,10120.71,Delivered
7086,42017,2025-04-14,28217.61,Shipped
7087,3702,2024-04-11,2555.91,Shipped
7088,26777,2024-01-30,6278.76,Cancelled
7089,38610,2024-12-01,1583.21,Delivered
7090,15420,2023-06-28,3577.52,Delivered
7091,8504,2024-04-07,34711.6,Shipped
7092,20437,2025-02-18,36653.05,Shipped
7093,34391,2025-02-04,44408.85,Shipped
7094,880,2025-04-02,29671.93,Pending
7095,5292,2022-10-08,14106.69,Cancelled
7096,43555,2024-06-13,47530.75,Shipped
7097,5699,2024-01-19,24410.04,Delivered
7098,49599,2024-01-22,22186.71,Pending
7099,43256,2023-02-14,37813.23,Returned
7100,2792,2024-09-16,46014.98,Pending
7101,19841,2022-12-13,37335.88,Shipped
7102,12190,2023-06-28,23007.17,Returned
7103,20928,2024-12-07,18520.49,Shipped
7104,40939,2024-04-11,37508.99,Pending
7105,21332,2022-12-06,38454.01,Delivered
7106,45942,2023-01-26,20678.6,Delivered
7107,33314,2023-04-17,15317.19,Pending
7108,10666,2022-10-03,36325.91,Shipped
7109,3963,2023-11-25,47010.04,Cancelled
7110,5531,2023-01-31,17662.35,Returned
7111,2975,2024-05-27,30293.46,Returned
7112,49684,2024-05-23,23025.52,Delivered
7113,27132,2025-04-20,3271.67,Pending
7114,49408,2023-06-24,41395.45,Delivered
7115,46028,2024-09-19,7703.93,Returned
7116,15315,2024-08-10,48352.73,Shipped
7117,7984,2025-01-22,17440.84,Returned
7118,34625,2025-02-14,16110.3,Cancelled
7119,28180,2024-09-29,6043.3,Delivered
7120,16516,2024-02-09,37962.36,Cancelled
7121,2466,2023-07-13,39805.03,Delivered
7122,22183,2023-08-22,6458.5,Returned
7123,31451,2025-02-15,30295.6,Shipped
7124,43579,2022-07-27,6518.66,Pending
7125,14615,2023-04-20,7370.57,Returned
7126,4436,2024-03-15,36717.67,Delivered
7127,4558,2024-09-13,15836.51,Cancelled
7128,24907,2025-02-20,34282.61,Cancelled
7129,25189,2024-09-03,47597.72,Returned
7130,10156,2024-03-30,21083.16,Pending
7131,3860,2023-04-23,21374.1,Cancelled
7132,46401,2022-10-03,38601.61,Pending
7133,18219,2022-12-31,17672.67,Pending
7134,46356,2023-04-11,9688.6,Returned
7135,14125,2024-05-16,18601.22,Pending
7136,22013,2024-05-28,2840.31,Returned
7137,29792,2023-11-28,19445.82,Cancelled
7138,28592,2024-02-23,13681.63,Delivered
7139,20933,2023-03-19,7995.12,Shipped
7140,4266,2023-07-06,37776.55,Delivered
7141,18977,2023-09-25,47741.94,Returned
7142,9988,2024-07-17,24081.15,Shipped
7143,28980,2025-02-07,17642.51,Cancelled
7144,25905,2022-07-30,39165.54,Shipped
7145,40288,2023-07-09,47702.91,Shipped
7146,14102,2023-05-21,23670.83,Shipped
7147,3328,2024-04-12,36038.01,Cancelled
7148,44565,2024-04-04,12179.06,Cancelled
7149,40815,2022-10-13,1742.03,Shipped
7150,8064,2023-03-17,39658.68,Shipped
7151,38287,2023-10-25,25416.41,Cancelled
7152,7142,2023-04-28,19720.0,Pending
7153,11354,2023-08-07,44222.87,Cancelled
7154,38726,2022-12-07,11858.61,Shipped
7155,8059,2023-09-01,7317.44,Shipped
7156,20807,2024-08-31,32387.73,Delivered
7157,10941,2023-08-18,39589.35,Returned
7158,30214,2024-10-21,14179.29,Shipped
7159,44536,2024-08-04,24260.48,Pending
7160,21629,2025-02-05,39172.6,Cancelled
7161,6247,2024-03-23,36503.76,Cancelled
7162,29023,2024-05-11,44969.52,Returned
7163,36799,2023-09-14,11531.81,Cancelled
7164,37968,2023-09-17,2619.99,Cancelled
7165,14193,2025-02-21,48744.76,Delivered
7166,379,2025-02-08,18656.33,Delivered
7167,31834,2024-12-23,8692.51,Returned
7168,6519,2022-10-18,35272.7,Delivered
7169,40579,2025-04-07,30507.77,Pending
7170,48275,2024-05-16,36729.27,Shipped
7171,11845,2024-08-14,26908.89,Returned
7172,16137,2022-08-19,44919.3,Cancelled
7173,17760,2025-03-24,33836.0,Shipped
7174,48321,2023-10-16,22380.2,Pending
7175,44446,2025-02-01,40482.3,Shipped
7176,48750,2024-02-14,2881.87,Cancelled
7177,13653,2023-02-28,7751.11,Shipped
7178,24172,2022-09-02,47453.78,Cancelled
7179,30612,2024-05-31,8584.17,Returned
7180,27950,2023-04-19,13875.29,Shipped
7181,16249,2022-06-21,42593.14,Pending
7182,47140,2022-09-12,12902.08,Shipped
7183,11432,2022-08-24,49087.93,Cancelled
7184,11402,2022-10-15,40323.01,Delivered
7185,44813,2024-09-03,35926.15,Cancelled
7186,40700,2023-01-20,6784.96,Shipped
7187,11546,2023-05-25,41182.87,Delivered
7188,7544,2022-12-04,6289.81,Returned
7189,32723,2023-06-07,48936.35,Delivered
7190,48101,2023-05-07,23227.54,Cancelled
7191,16201,2024-06-17,38120.65,Returned
7192,48050,2024-06-15,46999.85,Shipped
7193,22017,2024-08-06,32055.59,Returned
7194,35749,2024-05-23,49381.64,Delivered
7195,12257,2023-07-27,9635.91,Pending
7196,20322,2024-11-01,14520.25,Delivered
7197,33738,2023-02-25,38900.93,Pending
7198,15184,2023-12-29,30640.1,Pending
7199,47084,2023-12-07,6557.13,Pending
7200,5404,2022-09-17,47096.11,Cancelled
7201,44870,2023-02-17,19738.5,Returned
7202,4423,2022-12-16,6657.38,Shipped
7203,31558,2025-05-12,32742.41,Cancelled
7204,14589,2022-09-21,46316.54,Delivered
7205,49362,2024-12-06,26638.47,Returned
7206,34841,2023-01-02,24157.33,Delivered
7207,19939,2024-03-18,49731.92,Shipped
7208,39413,2023-09-05,12618.57,Pending
7209,15606,2023-04-22,38127.15,Returned
7210,49021,2024-09-02,17513.52,Returned
7211,47884,2024-03-22,49727.08,Returned
7212,16955,2023-06-26,20944.54,Cancelled
7213,18004,2024-10-29,4794.39,Pending
7214,40901,2022-12-24,30083.0,Delivered
7215,7208,2023-01-30,30212.51,Shipped
7216,16954,2022-12-14,34945.11,Cancelled
7217,5055,2024-07-07,6034.25,Delivered
7218,38468,2022-09-21,26741.3,Pending
7219,14914,2025-02-18,46451.99,Pending
7220,12666,2024-04-08,5637.65,Returned
7221,22730,2025-01-20,45376.91,Shipped
7222,32286,2023-08-09,31045.92,Delivered
7223,24277,2023-04-15,49543.28,Shipped
7224,334,2023-01-22,11470.23,Cancelled
7225,6398,2023-09-01,8351.43,Pending
7226,48147,2023-07-21,32191.26,Pending
7227,31488,2023-11-27,5248.55,Returned
7228,33143,2023-09-10,19338.49,Pending
7229,19229,2024-01-30,46283.14,Shipped
7230,47254,2023-09-03,37527.9,Returned
7231,1114,2022-10-17,34107.42,Pending
7232,19731,2025-01-22,25237.16,Cancelled
7233,11222,2023-06-07,15795.85,Shipped
7234,12483,2024-02-14,12476.59,Pending
7235,35983,2024-10-05,39189.3,Delivered
7236,6296,2023-04-06,16398.32,Cancelled
7237,28164,2022-12-23,35596.78,Pending
7238,2465,2023-04-11,3210.65,Shipped
7239,8159,2025-04-02,2792.43,Cancelled
7240,14387,2024-03-05,22630.91,Cancelled
7241,1513,2024-10-27,22438.36,Returned
7242,15963,2022-07-05,43529.5,Returned
7243,41353,2025-01-20,19920.71,Delivered
7244,10354,2024-11-19,16328.51,Delivered
7245,16880,2023-10-06,29736.17,Delivered
7246,27316,2023-01-03,44732.03,Delivered
7247,3444,2024-08-23,38933.75,Delivered
7248,7606,2022-06-29,40847.93,Returned
7249,41981,2023-09-01,30202.03,Cancelled
7250,28975,2025-05-26,39385.03,Shipped
7251,31766,2023-07-07,36825.04,Returned
7252,13706,2023-08-23,12167.45,Pending
7253,31811,2023-11-08,30734.8,Cancelled
7254,1179,2024-11-21,16674.51,Shipped
7255,9878,2023-05-14,46810.47,Returned
7256,11733,2024-10-31,10348.42,Returned
7257,36249,2024-02-04,2446.24,Cancelled
7258,38832,2022-07-27,29202.36,Returned
7259,30142,2022-08-18,40753.21,Cancelled
7260,14895,2022-12-02,33565.21,Returned
7261,10688,2025-01-05,10081.41,Delivered
7262,9215,2023-04-02,4465.64,Delivered
7263,33456,2022-09-28,32143.91,Delivered
7264,38731,2022-12-26,38334.65,Shipped
7265,19994,2023-08-14,9141.82,Delivered
7266,29951,2023-10-13,25529.35,Shipped
7267,10821,2025-01-23,47057.2,Delivered
7268,1465,2023-09-20,9458.79,Delivered
7269,40296,2024-12-03,47524.1,Pending
7270,34801,2023-07-17,4221.09,Pending
7271,42583,2023-03-14,14834.47,Pending
7272,683,2024-02-26,13605.05,Shipped
7273,20866,2023-10-26,36670.87,Delivered
7274,49046,2023-05-08,28122.29,Returned
7275,18898,2022-10-24,24899.05,Cancelled
7276,10273,2024-02-27,19504.02,Cancelled
7277,46847,2024-08-13,45654.26,Pending
7278,8813,2024-01-29,10255.01,Pending
7279,8813,2022-09-02,41024.92,Delivered
7280,43331,2023-05-12,26298.4,Returned
7281,40012,2023-01-16,27356.94,Shipped
7282,24379,2024-01-19,39779.03,Pending
7283,40747,2024-02-19,41015.36,Pending
7284,5534,2024-04-09,8663.59,Cancelled
7285,37003,2022-11-29,3740.66,Returned
7286,2320,2024-10-12,10570.26,Delivered
7287,48317,2025-01-01,11035.84,Cancelled
7288,31640,2024-12-17,40338.58,Shipped
7289,16905,2024-02-21,16737.95,Cancelled
7290,29103,2023-10-15,29983.84,Cancelled
7291,47995,2023-01-22,25073.15,Delivered
7292,23659,2022-11-08,22839.53,Pending
7293,14886,2024-03-24,20896.95,Shipped
7294,9377,2025-03-12,10516.37,Delivered
7295,25109,2023-12-19,7396.59,Pending
7296,42177,2023-10-26,43596.27,Cancelled
7297,48158,2025-04-23,12078.03,Cancelled
7298,35299,2022-11-02,4678.67,Pending
7299,48507,2025-06-13,35253.83,Shipped
7300,25320,2023-06-11,38792.71,Returned
7301,25936,2023-01-26,48803.8,Shipped
7302,566,2022-07-23,14693.45,Pending
7303,35663,2025-04-10,27982.36,Returned
7304,2164,2025-05-07,46035.44,Pending
7305,46772,2022-07-31,18536.95,Pending
7306,45981,2023-02-19,621.46,Shipped
7307,3629,2024-10-19,6560.27,Returned
7308,5574,2025-04-06,12998.54,Shipped
7309,37344,2024-05-30,28392.4,Returned
7310,29736,2023-01-21,46112.64,Returned
7311,26373,2025-06-10,21123.18,Returned
7312,6257,2024-06-09,9262.62,Pending
7313,3282,2023-10-18,23939.65,Shipped
7314,26445,2022-09-22,8925.33,Shipped
7315,43313,2024-11-01,38289.02,Cancelled
7316,44336,2022-09-29,19188.14,Returned
7317,29735,2024-07-21,34914.47,Returned
7318,25669,2024-02-11,48824.28,Cancelled
7319,23803,2024-11-29,2716.73,Delivered
7320,28015,2024-05-15,22601.61,Pending
7321,36440,2022-11-27,41022.94,Returned
7322,2374,2024-07-02,16846.82,Cancelled
7323,3380,2022-09-28,32093.3,Shipped
7324,305,2023-11-28,10742.2,Pending
7325,9016,2022-08-11,43091.95,Shipped
7326,13454,2025-01-14,47507.61,Returned
7327,20310,2023-12-16,5635.57,Shipped
7328,21171,2024-04-27,30711.02,Delivered
7329,40023,2022-10-26,17736.36,Shipped
7330,22130,2024-11-05,39410.79,Cancelled
7331,41931,2024-07-02,13791.47,Returned
7332,37985,2023-04-17,5388.23,Delivered
7333,22006,2024-07-19,10084.99,Shipped
7334,31964,2024-03-05,10643.92,Cancelled
7335,21776,2023-10-09,17359.36,Shipped
7336,26398,2022-09-22,13700.76,Shipped
7337,24034,2022-12-24,37509.44,Returned
7338,42192,2022-06-28,7618.62,Pending
7339,8746,2023-08-24,22876.06,Shipped
7340,29066,2024-12-17,13346.96,Shipped
7341,12947,2023-10-15,1351.04,Delivered
7342,35322,2023-04-09,48972.41,Pending
7343,24390,2023-02-26,49421.58,Delivered
7344,3450,2022-12-13,21559.41,Returned
7345,2477,2022-07-15,30792.8,Cancelled
7346,47462,2025-04-19,24416.55,Shipped
7347,1338,2025-06-12,26610.1,Delivered
7348,29441,2023-06-20,41699.41,Returned
7349,28515,2023-09-15,43398.72,Returned
7350,34837,2023-09-11,7215.66,Delivered
7351,23309,2025-03-31,27479.54,Shipped
7352,44460,2025-01-29,42728.04,Cancelled
7353,7890,2025-02-10,44698.1,Cancelled
7354,18589,2022-08-15,3963.86,Delivered
7355,38884,2022-08-01,39160.38,Returned
7356,6271,2023-11-07,4668.76,Delivered
7357,15989,2023-01-08,28229.57,Shipped
7358,34173,2024-10-14,25256.83,Delivered
7359,10723,2022-06-25,11679.19,Returned
7360,44008,2023-09-21,11377.54,Returned
7361,10419,2022-08-31,23098.67,Returned
7362,3764,2025-01-27,31657.97,Cancelled
7363,19302,2025-03-28,25020.74,Delivered
7364,21561,2025-05-16,15582.86,Delivered
7365,19372,2022-08-01,36066.35,Shipped
7366,2238,2024-11-16,29448.15,Shipped
7367,35011,2024-08-09,3729.72,Returned
7368,33278,2022-11-28,24827.9,Pending
7369,39492,2023-06-16,46316.36,Returned
7370,49579,2024-10-11,28677.68,Delivered
7371,46172,2024-02-04,49862.85,Shipped
7372,24064,2023-07-11,25217.32,Cancelled
7373,47802,2023-02-02,11915.6,Returned
7374,26378,2022-12-13,36417.87,Delivered
7375,4995,2023-04-09,30868.71,Cancelled
7376,4580,2022-09-10,33814.61,Returned
7377,45488,2024-11-05,31209.14,Cancelled
7378,7754,2025-04-03,5211.27,Delivered
7379,28743,2023-08-18,28835.95,Delivered
7380,43072,2025-04-09,11469.79,Pending
7381,20435,2024-08-31,21204.07,Cancelled
7382,23411,2023-07-26,45101.55,Cancelled
7383,18691,2023-11-07,17323.97,Shipped
7384,36717,2022-10-01,14886.35,Pending
7385,32806,2025-06-20,4529.98,Delivered
7386,9252,2024-05-19,26522.66,Pending
7387,3553,2025-05-26,41862.62,Shipped
7388,30895,2023-04-18,29991.9,Delivered
7389,12636,2023-10-15,45615.2,Returned
7390,8263,2022-11-12,4321.24,Shipped
7391,4716,2025-05-28,48646.67,Cancelled
7392,13720,2023-11-20,45659.68,Cancelled
7393,6792,2024-05-24,266.42,Pending
7394,532,2023-10-30,30036.41,Cancelled
7395,14879,2024-01-04,10114.56,Delivered
7396,37469,2023-08-27,7245.37,Cancelled
7397,8367,2022-10-10,10044.17,Shipped
7398,41183,2025-06-08,9395.65,Cancelled
7399,12228,2023-04-27,20912.59,Shipped
7400,8600,2023-02-15,18764.16,Cancelled
7401,48685,2025-04-03,48907.92,Pending
7402,31376,2024-03-19,26057.97,Cancelled
7403,22272,2023-07-04,19880.48,Cancelled
7404,16029,2023-08-29,37883.04,Pending
7405,41757,2024-05-21,16990.12,Shipped
7406,31767,2023-07-09,14037.54,Delivered
7407,13485,2023-04-15,1639.48,Shipped
7408,4754,2022-12-24,39010.22,Delivered
7409,34181,2024-05-21,30098.66,Delivered
7410,36151,2023-07-29,5523.94,Cancelled
7411,9972,2024-07-14,6919.34,Shipped
7412,41276,2022-11-03,8762.91,Shipped
7413,7439,2024-02-24,36056.61,Shipped
7414,41481,2023-10-03,49936.44,Returned
7415,16205,2024-04-29,12137.37,Shipped
7416,34879,2024-08-28,29972.64,Shipped
7417,38286,2023-01-14,47114.56,Shipped
7418,49392,2024-07-18,17633.08,Returned
7419,18402,2023-10-23,1983.69,Shipped
7420,3802,2023-11-26,5056.74,Delivered
7421,44869,2023-11-10,25960.5,Returned
7422,29059,2022-10-30,38150.79,Delivered
7423,17498,2023-03-11,19026.85,Returned
7424,43150,2023-02-14,23110.04,Returned
7425,38470,2025-05-08,48380.43,Delivered
7426,15662,2024-06-20,31168.32,Delivered
7427,4442,2023-12-10,25315.01,Returned
7428,2040,2024-07-21,16122.82,Cancelled
7429,48693,2022-09-01,25894.28,Pending
7430,39658,2022-07-11,36301.69,Returned
7431,27871,2025-01-23,5419.13,Returned
7432,20241,2022-08-15,42404.68,Shipped
7433,23193,2023-02-19,2887.84,Shipped
7434,25237,2022-07-10,1788.49,Pending
7435,21558,2024-05-18,3291.31,Pending
7436,37551,2023-02-04,23099.79,Returned
7437,3048,2025-06-10,21349.42,Pending
7438,26863,2025-06-06,3372.25,Shipped
7439,11722,2024-08-15,16707.48,Shipped
7440,27930,2025-03-09,32493.56,Shipped
7441,40046,2022-09-23,4636.67,Shipped
7442,18455,2023-11-06,12799.14,Cancelled
7443,1688,2023-03-06,17000.1,Cancelled
7444,29396,2023-06-30,45416.26,Cancelled
7445,28729,2022-11-02,30206.22,Pending
7446,48160,2025-04-11,13606.48,Returned
7447,2251,2024-04-08,11756.12,Cancelled
7448,47147,2022-08-26,42710.55,Delivered
7449,2605,2025-04-18,26766.92,Cancelled
7450,33167,2023-10-01,12037.48,Cancelled
7451,4941,2024-07-07,38996.81,Shipped
7452,34577,2025-04-28,12149.77,Delivered
7453,28746,2024-09-04,46664.51,Cancelled
7454,6254,2023-10-14,44065.83,Pending
7455,24205,2022-12-14,46534.15,Pending
7456,26980,2023-01-12,1913.05,Cancelled
7457,33764,2024-03-17,11046.98,Shipped
7458,23269,2023-05-09,49614.59,Pending
7459,20708,2023-11-11,8532.88,Returned
7460,291,2023-04-21,25642.46,Pending
7461,7801,2022-11-04,525.2,Cancelled
7462,31501,2025-04-18,37626.85,Pending
7463,42459,2024-09-13,41792.38,Delivered
7464,46100,2024-11-21,22310.38,Pending
7465,10072,2025-06-02,2296.61,Shipped
7466,691,2023-06-03,42448.56,Returned
7467,13136,2024-08-04,18117.79,Delivered
7468,36568,2024-11-09,4634.71,Cancelled
7469,49234,2025-05-31,24024.85,Cancelled
7470,35062,2023-08-14,15220.88,Returned
7471,13612,2023-12-20,47104.68,Returned
7472,15661,2024-06-03,35577.58,Returned
7473,35858,2022-07-17,12473.87,Returned
7474,22814,2022-09-30,38720.58,Pending
7475,40847,2025-03-04,47109.01,Shipped
7476,4172,2024-04-27,37978.93,Returned
7477,42832,2025-02-25,641.89,Pending
7478,5787,2022-12-12,32179.12,Delivered
7479,6580,2023-09-12,3859.23,Delivered
7480,26399,2023-12-28,18512.93,Pending
7481,29559,2023-11-26,41154.81,Returned
7482,1744,2023-03-02,7814.65,Pending
7483,32858,2023-10-07,45096.11,Shipped
7484,41550,2025-03-30,48211.98,Delivered
7485,1480,2024-05-02,41244.4,Pending
7486,12844,2022-09-07,21931.5,Shipped
7487,4729,2022-09-13,12730.8,Shipped
7488,37275,2024-12-30,39588.22,Pending
7489,49446,2025-02-22,11098.38,Delivered
7490,42231,2022-07-29,19055.05,Returned
7491,9317,2024-11-15,17195.88,Cancelled
7492,11566,2023-12-01,6188.11,Delivered
7493,11649,2023-07-17,28983.54,Delivered
7494,48807,2025-02-08,41279.03,Returned
7495,38554,2023-11-14,10496.03,Shipped
7496,35747,2023-11-12,5166.17,Pending
7497,12708,2025-03-09,39026.33,Returned
7498,15541,2024-08-03,36427.71,Delivered
7499,17789,2025-03-29,32998.84,Pending
7500,46418,2024-08-22,7910.01,Shipped
7501,27150,2025-02-24,43999.15,Delivered
7502,39554,2024-06-03,39573.7,Shipped
7503,4019,2024-09-27,8415.9,Returned
7504,25522,2023-04-15,39364.45,Shipped
7505,4066,2023-01-10,39462.13,Cancelled
7506,7118,2024-05-20,20792.59,Cancelled
7507,3078,2023-04-10,28728.89,Pending
7508,21609,2023-11-19,6768.23,Cancelled
7509,3927,2023-05-21,22465.42,Returned
7510,40233,2023-11-18,19401.88,Shipped
7511,30388,2025-06-05,22202.17,Delivered
7512,28045,2025-04-30,9003.83,Delivered
7513,39909,2022-12-11,46051.47,Shipped
7514,23320,2024-10-10,1114.34,Shipped
7515,18721,2024-12-01,32959.79,Cancelled
7516,27902,2023-12-09,43612.16,Delivered
7517,37945,2023-11-19,20618.45,Delivered
7518,39817,2025-03-20,30044.84,Shipped
7519,49465,2025-04-10,14441.59,Returned
7520,5686,2024-08-27,28805.57,Cancelled
7521,6493,2022-12-24,19236.77,Returned
7522,10796,2024-08-28,23784.75,Delivered
7523,28482,2024-07-11,5669.28,Cancelled
7524,41743,2023-11-04,33535.13,Delivered
7525,48011,2024-01-16,34918.89,Shipped
7526,38307,2022-12-05,42094.95,Shipped
7527,39930,2025-04-20,10089.82,Shipped
7528,34880,2023-08-18,41190.7,Cancelled
7529,37411,2023-10-17,14748.06,Returned
7530,12690,2024-10-10,45236.18,Cancelled
7531,7668,2024-04-24,12054.23,Pending
7532,44757,2024-08-11,12309.28,Pending
7533,19517,2024-02-20,1391.8,Pending
7534,28247,2023-01-14,15722.21,Delivered
7535,47451,2023-11-03,12047.82,Shipped
7536,441,2023-01-26,45501.47,Delivered
7537,7066,2022-10-24,40641.96,Shipped
7538,12622,2022-08-22,36457.09,Delivered
7539,6847,2023-10-29,2176.54,Pending
7540,46319,2022-11-22,15708.01,Returned
7541,41966,2025-06-07,39009.38,Shipped
7542,11691,2023-02-15,32316.95,Pending
7543,23887,2024-06-26,41118.41,Shipped
7544,13684,2024-02-15,31211.22,Pending
7545,27802,2024-07-19,22352.07,Shipped
7546,23431,2025-01-15,2142.36,Delivered
7547,15600,2022-12-18,16370.98,Shipped
7548,258,2024-11-14,35697.84,Shipped
7549,42229,2022-07-20,35261.75,Delivered
7550,39456,2025-02-09,44061.68,Returned
7551,48719,2024-03-13,20216.19,Returned
7552,31759,2023-09-19,2647.71,Returned
7553,35441,2025-01-07,12585.19,Returned
7554,40960,2023-05-20,40807.07,Pending
7555,27948,2025-02-10,33326.22,Delivered
7556,36012,2025-01-16,20784.36,Returned
7557,44233,2024-10-27,23222.19,Pending
7558,29106,2023-01-23,17952.73,Cancelled
7559,29624,2024-01-11,19526.9,Shipped
7560,43049,2023-07-29,7238.71,Returned
7561,34055,2025-03-23,49102.46,Shipped
7562,25631,2022-08-17,22500.93,Pending
7563,42923,2024-02-04,13359.71,Pending
7564,13704,2024-02-16,41110.82,Shipped
7565,40430,2023-07-01,41658.35,Returned
7566,12830,2024-07-12,8848.64,Shipped
7567,4178,2023-08-10,16511.9,Pending
7568,28280,2023-02-06,18496.97,Cancelled
7569,21985,2023-03-12,28228.91,Cancelled
7570,36287,2024-12-14,19619.42,Returned
7571,4972,2023-05-01,23131.34,Pending
7572,3045,2024-06-25,18782.64,Shipped
7573,39150,2025-05-13,23513.83,Returned
7574,8165,2025-01-26,43218.76,Shipped
7575,11282,2023-02-16,42754.56,Cancelled
7576,34401,2023-10-04,13514.72,Delivered
7577,28536,2024-04-18,26424.05,Pending
7578,21381,2023-03-16,8340.8,Pending
7579,6679,2023-02-14,15722.75,Pending
7580,4408,2024-10-28,10466.31,Returned
7581,13859,2023-01-14,39667.55,Shipped
7582,47397,2022-11-21,29527.78,Cancelled
7583,13549,2023-04-01,29387.96,Returned
7584,43408,2024-08-15,15076.52,Shipped
7585,49823,2023-01-30,17425.58,Returned
7586,47712,2022-10-29,8194.29,Cancelled
7587,38018,2025-01-03,31265.16,Pending
7588,34177,2024-04-17,38689.98,Shipped
7589,42865,2024-01-28,37777.48,Returned
